interaction_id,disease_id,molecule_a,molecule_b,identifier_a,identifier_b,species_a,species_b,host_organism,positive_interaction,detection_method,interaction_type,confidence_value
172,1,MAPT,EEF2,UniProtP10636-8,UniProtP13639,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
173,1,MAPT,EIF3A,UniProtP10636-8,UniProtQ14152,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
174,1,MAPT,EIF3A,UniProtP10636-8,UniProtQ14152,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
175,1,MAPT,EIF3A,UniProtP10636-8,UniProtQ14152,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
176,1,MAPT,EIF4A1,UniProtP10636-8,UniProtP60842,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
177,1,MAPT,EIF4A1,UniProtP10636-8,UniProtP60842,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
178,1,MAPT,EIF4A1,UniProtP10636-8,UniProtP60842,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
179,1,MAPT,EIF4G2,UniProtP10636-8,UniProtP78344,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
180,1,MAPT,EIF4G2,UniProtP10636-8,UniProtP78344,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
181,1,MAPT,ERH,UniProtP10636-8,UniProtP84090,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
182,1,MAPT,FKBP3,UniProtP10636-8,UniProtQ00688,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
183,1,MAPT,FKBP3,UniProtP10636-8,UniProtQ00688,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
184,1,MAPT,FKBP3,UniProtP10636-8,UniProtQ00688,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
185,1,MAPT,G3BP2,UniProtP10636-8,UniProtQ9UN86,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
186,1,MAPT,GPI,UniProtP10636-8,UniProtP06744,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.57
187,1,MAPT,HSP90AA1,UniProtP10636-8,UniProtP07900,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
188,1,MAPT,HSP90AA1,UniProtP10636-8,UniProtP07900,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
189,1,MAPT,HSPA12A,UniProtP10636-8,UniProtO43301,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.57
190,1,MAPT,HSPA8,UniProtP10636-8,UniProtP11142,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
191,1,MAPT,HSPA8,UniProtP10636-8,UniProtP11142,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
192,1,MAPT,KPNB1,UniProtP10636-8,UniProtQ14974,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
193,1,MAPT,KPNB1,UniProtP10636-8,UniProtQ14974,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
194,1,MAPT,LANCL1,UniProtP10636-8,UniProtO43813,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.57
195,1,MAPT,LDHA,UniProtP10636-8,UniProtP00338,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
196,1,MAPT,MAP4,UniProtP10636-8,UniProtP27816,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
197,1,MAPT,MAP4,UniProtP10636-8,UniProtP27816,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
198,1,MAPT,MAP4,UniProtP10636-8,UniProtP27816,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
199,1,MAPT,NAPB,UniProtP10636-8,UniProtQ9H115,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.57
200,1,MAPT,NUDC,UniProtP10636-8,UniProtQ9Y266,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
201,1,MAPT,NUDC,UniProtP10636-8,UniProtQ9Y266,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
202,1,MAPT,NUDC,UniProtP10636-8,UniProtQ9Y266,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
203,1,MAPT,PABPC1,UniProtP10636-8,UniProtP11940,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
204,1,MAPT,PABPC1,UniProtP10636-8,UniProtP11940,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
205,1,MAPT,PCBP1,UniProtP10636-8,UniProtQ15365,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
206,1,MAPT,PGAM1,UniProtP10636-8,UniProtP18669,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.57
207,1,MAPT,PSMC5,UniProtP10636-8,UniProtP62195,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
208,1,MAPT,PSMC5,UniProtP10636-8,UniProtP62195,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
209,1,MAPT,PYM1,UniProtP10636-8,UniProtQ9BRP8,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
210,1,MAPT,RAB7A,UniProtP10636-8,UniProtP51149,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
211,1,MAPT,RAB7A,UniProtP10636-8,UniProtP51149,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
212,1,MAPT,RPL14,UniProtP10636-8,UniProtP50914,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
213,1,MAPT,RPL14,UniProtP10636-8,UniProtP50914,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
214,1,MAPT,RPL14,UniProtP10636-8,UniProtP50914,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
215,1,MAPT,RPL30,UniProtP10636-8,UniProtP62888,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
216,1,MAPT,RPL30,UniProtP10636-8,UniProtP62888,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
217,1,MAPT,RPL9,UniProtP10636-8,UniProtP32969,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
218,1,MAPT,RPL9,UniProtP10636-8,UniProtP32969,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
219,1,MAPT,RPL9,UniProtP10636-8,UniProtP32969,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
220,1,MAPT,RPL9,UniProtP10636-8,UniProtP32969,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
221,1,MAPT,RPS14,UniProtP10636-8,UniProtP62263,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
222,1,MAPT,RPS14,UniProtP10636-8,UniProtP62263,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
223,1,MAPT,RPS3A,UniProtP10636-8,UniProtP61247,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
224,1,MAPT,RPS3A,UniProtP10636-8,UniProtP61247,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
225,1,MAPT,RPS3A,UniProtP10636-8,UniProtP61247,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
226,1,MAPT,RPS9,UniProtP10636-8,UniProtP46781,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
227,1,MAPT,RPS9,UniProtP10636-8,UniProtP46781,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
228,1,MAPT,RPS9,UniProtP10636-8,UniProtP46781,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
229,1,MAPT,RTN4,UniProtP10636-8,UniProtQ9NQC3,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.57
230,1,MAPT,RUVBL1,UniProtP10636-8,UniProtQ9Y265,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
231,1,MAPT,RUVBL2,UniProtP10636-8,UniProtQ9Y230,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
232,1,MAPT,RUVBL2,UniProtP10636-8,UniProtQ9Y230,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
233,1,MAPT,SERBP1,UniProtP10636-8,UniProtQ8NC51,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
234,1,MAPT,SERBP1,UniProtP10636-8,UniProtQ8NC51,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
235,1,MAPT,SERBP1,UniProtP10636-8,UniProtQ8NC51,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
236,1,MAPT,SPTAN1,UniProtP10636-8,UniProtQ13813,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
237,1,MAPT,STIP1,UniProtP10636-8,UniProtP31948,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
238,1,MAPT,STMN2,UniProtP10636-8,UniProtQ93045,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
239,1,MAPT,TKT,UniProtP10636-8,UniProtP29401,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.57
240,1,MAPT,TUBB4A,UniProtP10636-8,UniProtP04350,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
241,1,MAPT,TUBB4A,UniProtP10636-8,UniProtP04350,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
242,1,MAPT,TUBB4B,UniProtP10636-8,UniProtP68371,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
243,1,MAPT,UBQLN2,UniProtP10636-8,UniProtQ9UHD9,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
244,1,MAPT,YBX1,UniProtP10636-8,UniProtP67809,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
245,1,MAPT,YBX1,UniProtP10636-8,UniProtP67809,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
246,1,MAPT,YWHAE,UniProtP10636-8,UniProtP62258,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
247,1,MAPT,YWHAE,UniProtP10636-8,UniProtP62258,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
248,1,MAPT,YWHAZ,UniProtP10636-8,UniProtP63104,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
249,1,MAPT,YWHAZ,UniProtP10636-8,UniProtP63104,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
250,1,BIN1,MAPT,UniProtO00499-1,UniProtP10636-7,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,physical association,0.56
251,1,MAPT,BIN1,UniProtP10636-7,UniProtO00499-1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,physical association,0.56
252,1,MAPT,BIN1,UniProtP10636-7,UniProtO00499-1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,confocal microscopy,colocalization,0.56
253,1,PRNP,AZGP1,UniProtP04156,UniProtP25311,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.54
254,1,PRNP,AZGP1,UniProtP04156,UniProtP25311,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,physical association,0.54
255,1,PRNP,AZGP1,UniProtP04156,UniProtP25311,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,physical association,0.54
256,1,PRNP,AZGP1,UniProtP04156,UniProtP25311,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,confocal microscopy,colocalization,0.54
257,1,C9orf72,WDR41,UniProtQ96LT7-1,UniProtQ9HAD4,Homo sapiens,Homo sapiens,Homo sapiens motor neuron,1,anti tag coip,association,0.53
258,1,MAPT,H1-10,UniProtP10636-8,UniProtQ92522,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
259,1,MAPT,H1-10,UniProtP10636-8,UniProtQ92522,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
260,1,MAPT,H3-3A,UniProtP10636-8,UniProtP84243,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
261,1,MAPT,H3-3A,UniProtP10636-8,UniProtP84243,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
262,1,MAPT,AARS1,UniProtP10636-8,UniProtP49588,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
263,1,MAPT,ACTBL2,UniProtP10636-8,UniProtQ562R1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
264,1,MAPT,ACTBL2,UniProtP10636-8,UniProtQ562R1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
265,1,MAPT,ACTG1,UniProtP10636-8,UniProtP63261,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
266,1,MAPT,AHNAK,UniProtP10636-8,UniProtQ09666,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
267,1,MAPT,AHNAK,UniProtP10636-8,UniProtQ09666,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
268,1,MAPT,AHSG,UniProtP10636-8,UniProtP02765,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
269,1,MAPT,AK1,UniProtP10636-8,UniProtP00568,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
270,1,MAPT,ALDH2,UniProtP10636-8,UniProtP05091,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
271,1,MAPT,AP1B1,UniProtP10636-8,UniProtQ10567,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
272,1,MAPT,APEX1,UniProtP10636-8,UniProtP27695,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
273,1,MAPT,APEX1,UniProtP10636-8,UniProtP27695,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
274,1,MAPT,API5,UniProtP10636-8,UniProtQ9BZZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
275,1,MAPT,API5,UniProtP10636-8,UniProtQ9BZZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
276,1,MAPT,ARPC2,UniProtP10636-8,UniProtO15144,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
277,1,MAPT,ARPC4,UniProtP10636-8,UniProtP59998,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
278,1,MAPT,BUB3,UniProtP10636-8,UniProtO43684,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
279,1,MAPT,C19orf53,UniProtP10636-8,UniProtQ9UNZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
280,1,MAPT,C19orf53,UniProtP10636-8,UniProtQ9UNZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
281,1,MAPT,C19orf53,UniProtP10636-8,UniProtQ9UNZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
282,1,MAPT,C1QBP,UniProtP10636-8,UniProtQ07021,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
283,1,MAPT,CALR,UniProtP10636-8,UniProtP27797,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
284,1,MAPT,CAPZA1,UniProtP10636-8,UniProtP52907,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
285,1,MAPT,CAPZA2,UniProtP10636-8,UniProtP47755,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
286,1,MAPT,CAPZA2,UniProtP10636-8,UniProtP47755,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
287,1,MAPT,CCDC124,UniProtP10636-8,UniProtQ96CT7,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
288,1,MAPT,CCDC124,UniProtP10636-8,UniProtQ96CT7,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
289,1,MAPT,CCDC124,UniProtP10636-8,UniProtQ96CT7,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
290,1,MAPT,CCT5,UniProtP10636-8,UniProtP48643,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
291,1,MAPT,CCT5,UniProtP10636-8,UniProtP48643,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
292,1,MAPT,CCT6A,UniProtP10636-8,UniProtP40227,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
293,1,MAPT,CCT6A,UniProtP10636-8,UniProtP40227,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
294,1,MAPT,CDC5L,UniProtP10636-8,UniProtQ99459,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
295,1,MAPT,CDC5L,UniProtP10636-8,UniProtQ99459,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
296,1,MAPT,CDK5,UniProtP10636-8,UniProtQ00535,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
297,1,MAPT,CEND1,UniProtP10636-8,UniProtQ8N111,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
298,1,MAPT,CKMT1A,UniProtP10636-8,UniProtP12532,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
299,1,MAPT,CLIP2,UniProtP10636-8,UniProtQ9UDT6,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
300,1,MAPT,CNDP2,UniProtP10636-8,UniProtQ96KP4,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
301,1,MAPT,COPA,UniProtP10636-8,UniProtP53621,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
302,1,MAPT,COPS4,UniProtP10636-8,UniProtQ9BT78,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
303,1,MAPT,COX5B,UniProtP10636-8,UniProtP10606,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,association,0.53
304,1,MAPT,DDB1,UniProtP10636-8,UniProtQ16531,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
305,1,MAPT,DDB1,UniProtP10636-8,UniProtQ16531,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
306,1,MAPT,DDX17,UniProtP10636-8,UniProtQ92841,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
307,1,MAPT,DDX5,UniProtP10636-8,UniProtP17844,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
308,1,MAPT,DHX9,UniProtP10636-8,UniProtQ08211,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
309,1,MAPT,DHX9,UniProtP10636-8,UniProtQ08211,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
310,1,MAPT,DHX9,UniProtP10636-8,UniProtQ08211,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
311,1,MAPT,DNAJA2,UniProtP10636-8,UniProtO60884,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
312,1,MAPT,DNAJC6,UniProtP10636-8,UniProtO75061,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
313,1,MAPT,DRG1,UniProtP10636-8,UniProtQ9Y295,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
314,1,MAPT,DYNLL1,UniProtP10636-8,UniProtP63167,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
315,1,MAPT,DYNLRB1,UniProtP10636-8,UniProtQ9NP97,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
316,1,MAPT,EDF1,UniProtP10636-8,UniProtO60869,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
317,1,MAPT,EDF1,UniProtP10636-8,UniProtO60869,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
318,1,MAPT,EDF1,UniProtP10636-8,UniProtO60869,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
319,1,MAPT,EIF2S1,UniProtP10636-8,UniProtP05198,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
320,1,MAPT,EIF2S1,UniProtP10636-8,UniProtP05198,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
321,1,MAPT,EIF2S2,UniProtP10636-8,UniProtP20042,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
322,1,MAPT,EIF2S2,UniProtP10636-8,UniProtP20042,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
323,1,MAPT,EIF2S2,UniProtP10636-8,UniProtP20042,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
324,1,MAPT,EIF2S3,UniProtP10636-8,UniProtP41091,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
325,1,MAPT,EIF2S3,UniProtP10636-8,UniProtP41091,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
326,1,MAPT,EIF2S3,UniProtP10636-8,UniProtP41091,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
327,1,MAPT,EIF3E,UniProtP10636-8,UniProtP60228,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
328,1,MAPT,EIF3G,UniProtP10636-8,UniProtO75821,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
329,1,MAPT,EIF3G,UniProtP10636-8,UniProtO75821,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
330,1,MAPT,EIF3G,UniProtP10636-8,UniProtO75821,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
331,1,MAPT,EIF3I,UniProtP10636-8,UniProtQ13347,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
332,1,MAPT,EIF3J,UniProtP10636-8,UniProtO75822,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
333,1,MAPT,EIF3J,UniProtP10636-8,UniProtO75822,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
334,1,MAPT,EIF3J,UniProtP10636-8,UniProtO75822,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
