interactor_id,disease_id,accession,name,preferred_id,type,species,description
262,1,EBI-1041567,CDK5,UniProtQ00535,protein,Homo sapiens,Cyclin-dependent kinase 5
263,1,EBI-43451876,KIF5A,UniProtJ3KNA1,protein,Homo sapiens,Kinesin-like protein
264,1,EBI-10984878,PRDX5,UniProtP30044-2,protein,Homo sapiens,Peroxiredoxin-5; mitochondrial
265,1,EBI-25626764,ITIH2,UniProtQ5T985,protein,Homo sapiens,
266,1,EBI-353460,SSBP1,UniProtQ04837,protein,Homo sapiens,Single-stranded DNA-binding protein; mitochondrial
267,1,EBI-43451895,EPB41L3,UniProtA0A0A0MRA8,protein,Homo sapiens,
268,1,EBI-43451926,SEPTIN8,UniProtA0A087X142,protein,Homo sapiens,Septin
269,1,EBI-16398997,SLC3A2,UniProtP08195-2,protein,Homo sapiens,Amino acid transporter heavy chain SLC3A2
270,1,EBI-946825,CEND1,UniProtQ8N111,protein,Homo sapiens,Cell cycle exit and neuronal differentiation protein 1
271,1,EBI-350350,GSTM3,UniProtP21266,protein,Homo sapiens,Glutathione S-transferase Mu 3
272,1,EBI-947090,PIP4K2B,UniProtP78356,protein,Homo sapiens,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
273,1,EBI-11321949,SYNGR3,UniProtO43761,protein,Homo sapiens,Synaptogyrin-3
274,1,EBI-11027771,RPL11,UniProtP62913-2,protein,Homo sapiens,Large ribosomal subunit protein uL5
275,1,EBI-1246371,NDUFB10,UniProtO96000,protein,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
276,1,EBI-27103185,PSMD8,UniProtR4GMR5,protein,Homo sapiens,26S proteasome non-ATPase regulatory subunit 8
277,1,EBI-359252,PPIB,UniProtP23284,protein,Homo sapiens,Peptidyl-prolyl cis-trans isomerase B
278,1,EBI-43451941,RAB2A,UniProtP61019-2,protein,Homo sapiens,Isoform 2 of Ras-related protein Rab-2A
279,1,EBI-43451947,PSMD13,UniProtE9PL38,protein,Homo sapiens,26S proteasome non-ATPase regulatory subunit 13
280,1,EBI-724062,CA2,UniProtP00918,protein,Homo sapiens,Carbonic anhydrase 2
281,1,EBI-43451960,GAS7,UniProtO60861-2,protein,Homo sapiens,Growth arrest-specific protein 7
282,1,EBI-43451967,SYNGR1,UniProtB5MCD7,protein,Homo sapiens,
283,1,EBI-10968534,DNM2,UniProtP50570-2,protein,Homo sapiens,Dynamin-2
284,1,EBI-1050560,TKT,UniProtP29401,protein,Homo sapiens,Transketolase
285,1,EBI-726075,RAB10,UniProtP61026,protein,Homo sapiens,Ras-related protein Rab-10
286,1,EBI-43451977,RAB8B,UniProtH0YNE9,protein,Homo sapiens,
287,1,EBI-2255129,PRDX6,UniProtP30041,protein,Homo sapiens,Peroxiredoxin-6
288,1,EBI-515289,FCER1G,UniProtP30273,protein,Homo sapiens,High affinity immunoglobulin epsilon receptor subunit gamma
289,1,EBI-354921,HSPA5,UniProtP11021,protein,Homo sapiens,Endoplasmic reticulum chaperone BiP
290,1,EBI-43451596,MAP4,UniProtP27816-4,protein,Homo sapiens,Microtubule-associated protein 4
291,1,EBI-26955371,VDAC2,UniProtA0A0A0MR02,protein,Homo sapiens,
292,1,EBI-764611,MAP1B,UniProtP46821,protein,Homo sapiens,Microtubule-associated protein 1B
293,1,EBI-11037156,PDIA3,UniProtH7BZJ3,protein,Homo sapiens,Protein disulfide-isomerase A6
294,1,EBI-27058934,atp6v1b_human,IntActEBI-27058934,molecule set,Homo sapiens,V-type proton ATPase subunit B
295,1,EBI-711703,ALDH2,UniProtP05091,protein,Homo sapiens,Aldehyde dehydrogenase; mitochondrial
296,1,EBI-351193,RPS3,UniProtP23396,protein,Homo sapiens,Small ribosomal subunit protein uS3
297,1,EBI-359854,YWHAQ,UniProtP27348,protein,Homo sapiens,14-3-3 protein theta
298,1,EBI-10770173,YWHAB,UniProtP31946-2,protein,Homo sapiens,14-3-3 protein beta/alpha
299,1,EBI-359022,PFKP,UniProtQ01813,protein,Homo sapiens,ATP-dependent 6-phosphofructokinase; platelet type
300,1,EBI-6150252,H2BC11,UniProtP06899,protein,Homo sapiens,Histone H2B type 1-J
301,1,EBI-10982138,NDUFV1,UniProtP49821-2,protein,Homo sapiens,NADH dehydrogenase [ubiquinone] flavoprotein 1; mitochondrial
302,1,EBI-21599477,PDHB,UniProtP11177-2,protein,Homo sapiens,Isoform 2 of Pyruvate dehydrogenase E1 component subunit beta; mitochondrial
303,1,EBI-1190734,CNDP2,UniProtQ96KP4,protein,Homo sapiens,Cytosolic non-specific dipeptidase
304,1,EBI-715087,GNAO1,UniProtP09471,protein,Homo sapiens,Guanine nucleotide-binding protein G(o) subunit alpha
305,1,EBI-1171329,SORL1,UniProtQ92673,protein,Homo sapiens,Sortilin-related receptor
306,1,EBI-447141,GGA1,UniProtQ9UJY5,protein,Homo sapiens,ADP-ribosylation factor-binding protein GGA1
307,1,EBI-3894543,P05067-PRO_0000000091,UniProtP05067-PRO_0000000091,protein,Homo sapiens,C99
308,1,EBI-2433139,BACE1,UniProtP56817,protein,Homo sapiens,Beta-secretase 1
309,1,EBI-2866431,ITM2B,UniProtQ9Y287,protein,Homo sapiens,Integral membrane protein 2B
310,1,EBI-78814,App,UniProtP12023,protein,Mus musculus,Amyloid-beta precursor protein
311,1,EBI-1203218,Gsk3a,UniProtQ2NL51,protein,Mus musculus,Glycogen synthase kinase-3 alpha
312,1,EBI-400793,Gsk3b,UniProtQ9WV60,protein,Mus musculus,Glycogen synthase kinase-3 beta
313,1,EBI-2878956,Psen1,UniProtP97887,protein,Rattus norvegicus (Rat),Presenilin-1
314,1,EBI-524909,SYT1,UniProtP21579,protein,Homo sapiens,Synaptotagmin-1
315,1,EBI-918209,Anxa2,UniProtQ07936,protein,Rattus norvegicus (Rat),Annexin A2
316,1,EBI-26530341,Cd2ap,UniProtF1LRS8,protein,Rattus norvegicus (Rat),CD2-associated protein
317,1,EBI-80095,Bin1,UniProtO08839,protein,Rattus norvegicus (Rat),Myc box-dependent-interacting protein 1
318,1,EBI-79422,Chrna7,UniProtQ05941,protein,Rattus norvegicus (Rat),Neuronal acetylcholine receptor subunit alpha-7
319,1,EBI-351710,ACTN1,UniProtP12814,protein,Homo sapiens,Alpha-actinin-1
320,1,EBI-302552,TUBA1A,UniProtQ71U36,protein,Homo sapiens,Tubulin alpha-1A chain
321,1,EBI-715074,DCTN2,UniProtQ13561,protein,Homo sapiens,Dynactin subunit 2
322,1,EBI-352622,ANXA2,UniProtP07355,protein,Homo sapiens,Annexin A2
323,1,EBI-397435,CALM1,UniProtP0DP25,protein,Homo sapiens,Calmodulin
324,1,EBI-3505951,TLR5,UniProtO60602,protein,Homo sapiens,Toll-like receptor 5
325,1,EBI-299046,Cryab,UniProtP23927,protein,Mus musculus,Alpha-crystallin B chain
326,1,EBI-1050853,LRPPRC,UniProtP42704,protein,Homo sapiens,Leucine-rich PPR motif-containing protein; mitochondrial
327,1,EBI-5457558,DHCR24,UniProtQ15392,protein,Homo sapiens,Delta(24)-sterol reductase
328,1,EBI-3248663,SIGMAR1,UniProtQ99720,protein,Homo sapiens,Sigma non-opioid intracellular receptor 1
329,1,EBI-930964,ATXN1,UniProtP54253,protein,Homo sapiens,Ataxin-1
330,1,EBI-307486,SKP1,UniProtP63208,protein,Homo sapiens,S-phase kinase-associated protein 1
331,1,EBI-765729,TBL1XR1,UniProtQ9BZK7,protein,Homo sapiens,F-box-like/WD repeat-containing protein TBL1XR1
332,1,EBI-355963,RPN1,UniProtP04843,protein,Homo sapiens,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
333,1,EBI-355453,SFPQ,UniProtP23246,protein,Homo sapiens,Splicing factor; proline- and glutamine-rich
334,1,EBI-350527,NONO,UniProtQ15233,protein,Homo sapiens,Non-POU domain-containing octamer-binding protein
335,1,EBI-438527,RPL8,UniProtP62917,protein,Homo sapiens,Large ribosomal subunit protein uL2
336,1,EBI-3919096,ZSCAN18,UniProtQ8TBC5,protein,Homo sapiens,Zinc finger and SCAN domain-containing protein 18
337,1,EBI-350523,RPL18A,UniProtQ02543,protein,Homo sapiens,Large ribosomal subunit protein eL20
338,1,EBI-350806,RPL7,UniProtP18124,protein,Homo sapiens,Large ribosomal subunit protein uL30
339,1,EBI-356746,RPL14,UniProtP50914,protein,Homo sapiens,Large ribosomal subunit protein eL14
340,1,EBI-1051893,RPL34,UniProtP49207,protein,Homo sapiens,Large ribosomal subunit protein eL34
341,1,EBI-352694,RPL18,UniProtQ07020,protein,Homo sapiens,Large ribosomal subunit protein eL18
342,1,EBI-353383,RPL35A,UniProtP18077,protein,Homo sapiens,Large ribosomal subunit protein eL33
343,1,EBI-1053664,RPL31,UniProtP62899,protein,Homo sapiens,Large ribosomal subunit protein eL31
344,1,EBI-389534,COG7,UniProtP83436,protein,Homo sapiens,Conserved oligomeric Golgi complex subunit 7
345,1,EBI-7756307,DNAJC6,UniProtO75061,protein,Homo sapiens,Putative tyrosine-protein phosphatase auxilin
346,1,EBI-714039,RPL29,UniProtP47914,protein,Homo sapiens,Large ribosomal subunit protein eL29
347,1,EBI-1752557,SNX8,UniProtQ9Y5X2,protein,Homo sapiens,Sorting nexin-8
348,1,EBI-1056348,RPL3,UniProtP39023,protein,Homo sapiens,Large ribosomal subunit protein uL3
349,1,EBI-473886,HIP1,UniProtO00291,protein,Homo sapiens,Huntingtin-interacting protein 1
350,1,EBI-356849,RPL13,UniProtP26373,protein,Homo sapiens,Large ribosomal subunit protein eL13
351,1,EBI-353254,RPL23A,UniProtP62750,protein,Homo sapiens,Large ribosomal subunit protein uL23
352,1,EBI-352813,RPLP2,UniProtP05387,protein,Homo sapiens,Large ribosomal subunit protein P2
353,1,EBI-354172,RPL7A,UniProtP62424,protein,Homo sapiens,Large ribosomal subunit protein eL8
354,1,EBI-726937,RPL17,UniProtP18621,protein,Homo sapiens,Large ribosomal subunit protein uL22
355,1,EBI-2105843,RPL37,UniProtP61927,protein,Homo sapiens,Large ribosomal subunit protein eL37
356,1,EBI-20798619,MEX3A,UniProtA1L020,protein,Homo sapiens,RNA-binding protein MEX3A
357,1,EBI-742350,ELOA,UniProtQ14241,protein,Homo sapiens,Elongin-A
358,1,EBI-356860,RPL10A,UniProtP62906,protein,Homo sapiens,Large ribosomal subunit protein uL1
359,1,EBI-1044081,FKBP3,UniProtQ00688,protein,Homo sapiens,Peptidyl-prolyl cis-trans isomerase FKBP3
360,1,EBI-924893,PA2G4,UniProtQ9UQ80,protein,Homo sapiens,Proliferation-associated protein 2G4
361,1,EBI-20798638,TFG/ALK fusion,UniProtQ8TDJ5,protein,Homo sapiens,Tyrosine-protein kinase receptor
362,1,EBI-2959697,ABCF2,UniProtQ9UG63,protein,Homo sapiens,ATP-binding cassette sub-family F member 2
363,1,EBI-5461329,CCDC124,UniProtQ96CT7,protein,Homo sapiens,Coiled-coil domain-containing protein 124
364,1,EBI-353146,RPL24,UniProtP83731,protein,Homo sapiens,Large ribosomal subunit protein eL24
365,1,EBI-352760,RPL27,UniProtP61353,protein,Homo sapiens,Large ribosomal subunit protein eL27
366,1,EBI-2848295,CLIP2,UniProtQ9UDT6,protein,Homo sapiens,CAP-Gly domain-containing linker protein 2
367,1,EBI-2830764,C19orf53,UniProtQ9UNZ5,protein,Homo sapiens,Leydig cell tumor 10 kDa protein homolog
368,1,EBI-7851295,RRP36,UniProtQ96EU6,protein,Homo sapiens,Ribosomal RNA processing protein 36 homolog
369,1,EBI-1047781,MARCKS,UniProtP29966,protein,Homo sapiens,Myristoylated alanine-rich C-kinase substrate
370,1,EBI-719554,DRG1,UniProtQ9Y295,protein,Homo sapiens,Developmentally-regulated GTP-binding protein 1
371,1,EBI-357298,NUDC,UniProtQ9Y266,protein,Homo sapiens,Nuclear migration protein nudC
372,1,EBI-352743,RPL12,UniProtP30050,protein,Homo sapiens,Large ribosomal subunit protein uL11
373,1,EBI-4400880,GNAS,UniProtQ5JWF2,protein,Homo sapiens,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas
374,1,EBI-310559,HECTD1,UniProtQ9ULT8,protein,Homo sapiens,E3 ubiquitin-protein ligase HECTD1
375,1,EBI-745182,TCF25,UniProtQ9BQ70,protein,Homo sapiens,Ribosome quality control complex subunit TCF25
376,1,EBI-358583,BASP1,UniProtP80723,protein,Homo sapiens,Brain acid soluble protein 1
377,1,EBI-352398,RPL10,UniProtP27635,protein,Homo sapiens,Large ribosomal subunit protein uL16
378,1,EBI-1057566,HARS1,UniProtP12081,protein,Homo sapiens,Histidine--tRNA ligase; cytoplasmic
379,1,EBI-1045409,GTF3C5,UniProtQ9Y5Q8,protein,Homo sapiens,General transcription factor 3C polypeptide 5
380,1,EBI-354380,RPL11,UniProtP62913,protein,Homo sapiens,Large ribosomal subunit protein uL5
381,1,EBI-1045887,PAK2,UniProtQ13177,protein,Homo sapiens,Serine/threonine-protein kinase PAK 2
382,1,EBI-351206,RPS9,UniProtP46781,protein,Homo sapiens,Small ribosomal subunit protein uS4
383,1,EBI-740660,ZC3H14,UniProtQ6PJT7,protein,Homo sapiens,Zinc finger CCCH domain-containing protein 14
384,1,EBI-358018,RPL5,UniProtP46777,protein,Homo sapiens,Large ribosomal subunit protein uL18
385,1,EBI-947346,CEP350,UniProtQ5VT06,protein,Homo sapiens,Centrosome-associated protein 350
386,1,EBI-2683569,CLIP1,UniProtP30622,protein,Homo sapiens,CAP-Gly domain-containing linker protein 1
387,1,EBI-352451,RPS18,UniProtP62269,protein,Homo sapiens,Small ribosomal subunit protein uS13
388,1,EBI-353054,RPS25,UniProtP62851,protein,Homo sapiens,Small ribosomal subunit protein eS25
389,1,EBI-352528,HSPD1,UniProtP10809,protein,Homo sapiens,60 kDa heat shock protein; mitochondrial
390,1,EBI-1055954,IGBP1,UniProtP78318,protein,Homo sapiens,Immunoglobulin-binding protein 1
391,1,EBI-1171942,VPS4A,UniProtQ9UN37,protein,Homo sapiens,Vacuolar protein sorting-associated protein 4A
392,1,EBI-715389,C8orf33,UniProtQ9H7E9,protein,Homo sapiens,UPF0488 protein C8orf33
393,1,EBI-1050142,SRRM2,UniProtQ9UQ35,protein,Homo sapiens,Serine/arginine repetitive matrix protein 2
394,1,EBI-351850,RPS13,UniProtP62277,protein,Homo sapiens,Small ribosomal subunit protein uS15
395,1,EBI-947187,UBQLN2,UniProtQ9UHD9,protein,Homo sapiens,Ubiquilin-2
396,1,EBI-640775,EIF2AK2,UniProtP19525,protein,Homo sapiens,Interferon-induced; double-stranded RNA-activated protein kinase
397,1,EBI-2824799,LZTFL1,UniProtQ9NQ48,protein,Homo sapiens,Leucine zipper transcription factor-like protein 1
398,1,EBI-949911,CXXC1,UniProtQ9P0U4,protein,Homo sapiens,CXXC-type zinc finger protein 1
399,1,EBI-2797110,RILPL1,UniProtQ5EBL4,protein,Homo sapiens,RILP-like protein 1
400,1,EBI-354515,RPS24,UniProtP62847,protein,Homo sapiens,Small ribosomal subunit protein eS24
401,1,EBI-445909,STMN1,UniProtP16949,protein,Homo sapiens,Stathmin
402,1,EBI-717876,EML4,UniProtQ9HC35,protein,Homo sapiens,Echinoderm microtubule-associated protein-like 4
403,1,EBI-357130,GNB1,UniProtP62873,protein,Homo sapiens,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
404,1,EBI-725361,FARSA,UniProtQ9Y285,protein,Homo sapiens,Phenylalanine--tRNA ligase alpha subunit
405,1,EBI-354360,RPS7,UniProtP62081,protein,Homo sapiens,Small ribosomal subunit protein eS7
406,1,EBI-443446,RPS2,UniProtP15880,protein,Homo sapiens,Small ribosomal subunit protein uS5
407,1,EBI-353803,FARSB,UniProtQ9NSD9,protein,Homo sapiens,Phenylalanine--tRNA ligase beta subunit
408,1,EBI-20798786,RBMS3,UniProtQ6XE24,protein,Homo sapiens,RNA-binding motif; single-stranded-interacting protein 3
409,1,EBI-2371082,NUP50,UniProtQ9UKX7,protein,Homo sapiens,Nuclear pore complex protein Nup50
410,1,EBI-413317,SPAG5,UniProtQ96R06,protein,Homo sapiens,Sperm-associated antigen 5
411,1,EBI-714194,STMN2,UniProtQ93045,protein,Homo sapiens,Stathmin-2
412,1,EBI-9656599,VGF,UniProtO15240,protein,Homo sapiens,Neurosecretory protein VGF
413,1,EBI-357375,RPS27A,UniProtP62979,protein,Homo sapiens,Ubiquitin-ribosomal protein eS31 fusion protein
414,1,EBI-307008,SUGT1,UniProtQ9Y2Z0,protein,Homo sapiens,Protein SGT1 homolog
415,1,EBI-354451,RPS19,UniProtP39019,protein,Homo sapiens,Small ribosomal subunit protein eS19
416,1,EBI-296739,RACK1,UniProtP63244,protein,Homo sapiens,Small ribosomal subunit protein RACK1
417,1,EBI-2107208,RTCB,UniProtQ9Y3I0,protein,Homo sapiens,RNA-splicing ligase RtcB homolog
418,1,EBI-358570,MYL6B,UniProtP14649,protein,Homo sapiens,Myosin light chain 6B
419,1,EBI-359352,PSMA1,UniProtP25786,protein,Homo sapiens,Proteasome subunit alpha type-1
420,1,EBI-741480,UBQLN1,UniProtQ9UMX0,protein,Homo sapiens,Ubiquilin-1
421,1,EBI-1047710,RPS11,UniProtP62280,protein,Homo sapiens,Small ribosomal subunit protein uS17
422,1,EBI-3959230,ELMO2,UniProtQ96JJ3,protein,Homo sapiens,Engulfment and cell motility protein 2
423,1,EBI-1369100,LRRFIP1,UniProtQ32MZ4,protein,Homo sapiens,Leucine-rich repeat flightless-interacting protein 1
424,1,EBI-352957,DNAJA2,UniProtO60884,protein,Homo sapiens,DnaJ homolog subfamily A member 2
425,1,EBI-354442,RPS10,UniProtP46783,protein,Homo sapiens,Small ribosomal subunit protein eS10
426,1,EBI-356819,RPL35,UniProtP42766,protein,Homo sapiens,Large ribosomal subunit protein uL29
427,1,EBI-751612,C7orf50,UniProtQ9BRJ6,protein,Homo sapiens,Uncharacterized protein C7orf50
428,1,EBI-12162999,SCG3,UniProtQ8WXD2,protein,Homo sapiens,Secretogranin-3
429,1,EBI-353438,RPS26,UniProtP62854,protein,Homo sapiens,Small ribosomal subunit protein eS26
430,1,EBI-876335,H1-10,UniProtQ92522,protein,Homo sapiens,Histone H1.10
431,1,EBI-1248228,CUEDC2,UniProtQ9H467,protein,Homo sapiens,CUE domain-containing protein 2
432,1,EBI-5280164,NMT1,UniProtP30419,protein,Homo sapiens,Glycylpeptide N-tetradecanoyltransferase 1
433,1,EBI-715255,MAP4,UniProtP27816,protein,Homo sapiens,Microtubule-associated protein 4
434,1,EBI-739737,EWSR1,UniProtQ01844,protein,Homo sapiens,RNA-binding protein EWS
435,1,EBI-523558,SERBP1,UniProtQ8NC51,protein,Homo sapiens,SERPINE1 mRNA-binding protein 1
436,1,EBI-1055880,SRRM1,UniProtQ8IYB3,protein,Homo sapiens,Serine/arginine repetitive matrix protein 1
437,1,EBI-713229,MAP7D1,UniProtQ3KQU3,protein,Homo sapiens,MAP7 domain-containing protein 1
438,1,EBI-299674,HNRNPD,UniProtQ14103,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein D0
439,1,EBI-697691,ATXN2,UniProtQ99700,protein,Homo sapiens,Ataxin-2
440,1,EBI-711977,EIF2S2,UniProtP20042,protein,Homo sapiens,Eukaryotic translation initiation factor 2 subunit 2
441,1,EBI-354065,YBX1,UniProtP67809,protein,Homo sapiens,Y-box-binding protein 1
442,1,EBI-400434,FUS,UniProtP35637,protein,Homo sapiens,RNA-binding protein FUS
443,1,EBI-1004115,MAPRE1,UniProtQ15691,protein,Homo sapiens,Microtubule-associated protein RP/EB family member 1
444,1,EBI-2214155,METAP2,UniProtP50579,protein,Homo sapiens,Methionine aminopeptidase 2
445,1,EBI-1642839,NSUN2,UniProtQ08J23,protein,Homo sapiens,RNA cytosine C(5)-methyltransferase NSUN2
446,1,EBI-2557577,C9orf78,UniProtQ9NZ63,protein,Homo sapiens,Splicing factor C9orf78
447,1,EBI-372128,DYNLRB1,UniProtQ9NP97,protein,Homo sapiens,Dynein light chain roadblock-type 1
448,1,EBI-358174,STAU1,UniProtO95793,protein,Homo sapiens,Double-stranded RNA-binding protein Staufen homolog 1
449,1,EBI-1054052,STIP1,UniProtP31948,protein,Homo sapiens,Stress-induced-phosphoprotein 1
450,1,EBI-709638,MTHFD1,UniProtP11586,protein,Homo sapiens,C-1-tetrahydrofolate synthase; cytoplasmic
451,1,EBI-781301,EDF1,UniProtO60869,protein,Homo sapiens,Endothelial differentiation-related factor 1
452,1,EBI-1054228,EIF2S3,UniProtP41091,protein,Homo sapiens,Eukaryotic translation initiation factor 2 subunit 3
453,1,EBI-713955,PRKRA,UniProtO75569,protein,Homo sapiens,Interferon-inducible double-stranded RNA-dependent protein kinase activator A
454,1,EBI-2682460,MAP2,UniProtP11137,protein,Homo sapiens,Microtubule-associated protein 2
455,1,EBI-1044298,G3BP2,UniProtQ9UN86,protein,Homo sapiens,Ras GTPase-activating protein-binding protein 2
456,1,EBI-1390763,PDAP1,UniProtQ13442,protein,Homo sapiens,28 kDa heat- and acid-stable phosphoprotein
457,1,EBI-2548425,KIAA1143,UniProtQ96AT1,protein,Homo sapiens,Uncharacterized protein KIAA1143
458,1,EBI-1047359,G3BP1,UniProtQ13283,protein,Homo sapiens,Ras GTPase-activating protein-binding protein 1
459,1,EBI-2830509,LIX1L,UniProtQ8IVB5,protein,Homo sapiens,LIX1-like protein
460,1,EBI-81531,PABPC1,UniProtP11940,protein,Homo sapiens,Polyadenylate-binding protein 1
461,1,EBI-1018153,HNRNPUL1,UniProtQ9BUJ2,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein U-like protein 1
462,1,EBI-351257,DDX6,UniProtP26196,protein,Homo sapiens,Probable ATP-dependent RNA helicase DDX6
463,1,EBI-1994090,UFD1,UniProtQ92890,protein,Homo sapiens,Ubiquitin recognition factor in ER-associated degradation protein 1
464,1,EBI-1044873,HNRNPAB,UniProtQ99729,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein A/B
465,1,EBI-720571,ABCF1,UniProtQ8NE71,protein,Homo sapiens,ATP-binding cassette sub-family F member 1
466,1,EBI-1104547,RTRAF,UniProtQ9Y224,protein,Homo sapiens,RNA transcription; translation and transport factor protein
467,1,EBI-357828,PSMB5,UniProtP28074,protein,Homo sapiens,Proteasome subunit beta type-5
468,1,EBI-1057689,RPL36,UniProtQ9Y3U8,protein,Homo sapiens,Large ribosomal subunit protein eL36
469,1,EBI-357285,ST13,UniProtP50502,protein,Homo sapiens,Hsc70-interacting protein
470,1,EBI-352405,RPL26,UniProtP61254,protein,Homo sapiens,Large ribosomal subunit protein uL24
471,1,EBI-359655,RPL6,UniProtQ02878,protein,Homo sapiens,Large ribosomal subunit protein eL6
472,1,EBI-348313,RPL4,UniProtP36578,protein,Homo sapiens,Large ribosomal subunit protein uL4
473,1,EBI-438408,RPL32,UniProtP62910,protein,Homo sapiens,Large ribosomal subunit protein eL32
474,1,EBI-2107279,KIFC1,UniProtQ9BW19,protein,Homo sapiens,Kinesin-like protein KIFC1
475,1,EBI-350634,RPL21,UniProtP46778,protein,Homo sapiens,Large ribosomal subunit protein eL21
476,1,EBI-720205,RPL13A,UniProtP40429,protein,Homo sapiens,Large ribosomal subunit protein uL13
477,1,EBI-358122,RPL9,UniProtP32969,protein,Homo sapiens,Large ribosomal subunit protein uL6
478,1,EBI-7850186,MAP7D2,UniProtQ96T17,protein,Homo sapiens,MAP7 domain-containing protein 2
479,1,EBI-2511832,KDM3B,UniProtQ7LBC6,protein,Homo sapiens,Lysine-specific demethylase 3B
480,1,EBI-742610,MAD1L1,UniProtQ9Y6D9,protein,Homo sapiens,Mitotic spindle assembly checkpoint protein MAD1
481,1,EBI-356625,RPS6,UniProtP62753,protein,Homo sapiens,Small ribosomal subunit protein eS6
482,1,EBI-1043130,FAM98B,UniProtQ52LJ0,protein,Homo sapiens,Protein FAM98B
